Code,Name,Purpose,content,status
E555,Potassium aluminium silicate,anti-caking agent,"Microcline  (KAlSi3O8) is an important igneous rock-forming tectosilicate mineral. It is a potassium-rich alkali feldspar. Microcline typically contains minor amounts of sodium. It is common in granite and pegmatites. Microcline forms during slow cooling of orthoclase; it is more stable at lower temperatures than orthoclase. Sanidine is a polymorph of alkali feldspar stable at yet higher temperature. Microcline may be clear, white, pale-yellow, brick-red, or green; it is generally characterized by cross-hatch twinning that forms as a result of the transformation of monoclinic orthoclase into triclinic microcline.
The chemical compound name is potassium aluminium silicate, and it is known as E number reference E555.",removed from list per Commission Regulation (EU) No 380/2012 of 3 May 2012
E556,Calcium aluminosilicate,anti-caking agent,"Calcium aluminosilicate, an aluminosilicate compound with calcium cations, most typically has formula CaAl2Si2O8.  
In minerals, as a feldspar, it can be found as anorthite, an end-member of the plagioclase series.",removed from list per Commission Regulation (EU) No 380/2012 of 3 May 2012
E557,Zinc silicate,anti-caking agent,"Hemimorphite is the chemical compound Zn4(Si2O7)(OH)2·H2O, a component of mineral calamine. It is a silicate mineral which, together with smithsonite (ZnCO3), has been historically mined from the upper parts of zinc and lead ores. Both compounds were originally believed to be the same mineral and classified as calamine. In the second half of the 18th century, it was discovered that these two different compounds were both present in calamine. They closely resemble one another.
The silicate was the rarer of the two and was named hemimorphite because of the hemimorph development of its crystals. This unusual form, which is typical of only a few minerals, means that the crystals are terminated by dissimilar faces. Hemimorphite most commonly forms crystalline crusts and layers, also massive, granular, rounded and reniform aggregates, concentrically striated, or finely needle-shaped, fibrous or stalactitic, and rarely fan-shaped clusters of crystals.
Some specimens show strong green fluorescence in shortwave ultraviolet light (253.7 nm) and weak light pink fluorescence in longwave UV.",removed from list per Commission Regulation (EU) No 380/2012 of 3 May 2012
E558,Bentonite,anti-caking agent,"Bentonite () is an absorbent swelling clay consisting mostly of montmorillonite (a type of smectite) which can either be Na-montmorillonite or Ca-montmorillonite.  Na-montmorillonite has a considerably greater swelling capacity than Ca-montmorillonite.
Bentonite usually forms from the weathering of volcanic ash in seawater, or by hydrothermal circulation through the porosity of volcanic ash beds, which converts (devitrification) the volcanic glass (obsidian, rhyolite, dacite) present in the ash into clay minerals. In the mineral alteration process, a large fraction (up to 40-50 wt.%) of amorphous silica is dissolved and leached away, leaving the bentonite deposit in place. Bentonite beds are white or pale blue or green (traces of reduced Fe2+) in fresh exposures, turning to a cream color and then yellow, red, or brown (traces of oxidized Fe3+) as the exposure is weathered further.As a swelling clay, bentonite has the ability to absorb large quantities of water, which increases its volume by up to a factor of eight. This makes bentonite beds unsuitable for building and road construction. However, the swelling property is used to advantage in drilling mud and groundwater sealants. The montmorillonite / smectite making up bentonite is an aluminium phyllosilicate mineral, which takes the form of microscopic platy grains. These give the clay a very large total surface area, making bentonite a valuable adsorbent. The plates also adhere to each other when wet. This gives the clay a cohesiveness that makes it useful as a binder and as an additive to improve the plasticity of kaolinite clay used for pottery.One of the first findings of bentonite was in the Cretaceous Benton Shale near Rock River, Wyoming. The Fort Benton Group, along with others in stratigraphic succession, was named after Fort Benton, Montana, in the mid-19th century by Fielding Bradford Meek and F. V. Hayden of the U.S. Geological Survey. Bentonite has since been found in many other locations, including China and Greece (bentonite deposit of the Milos volcanic island in the Aegean Sea). The total worldwide production of bentonite in 2018 was 20,400,000 metric tons.",removed from list per Commission Regulation (EU) No 380/2012 of 3 May 2012
E559,Aluminium silicate,anti-caking agent,"Aluminium silicate (or aluminum silicate) is a name commonly applied to chemical compounds which are derived from aluminium oxide, Al2O3 and silicon dioxide, SiO2 which may be anhydrous or hydrated, naturally occurring as minerals or synthetic. Their chemical formulae are often expressed as xAl2O3·ySiO2·zH2O. It is known as E number E559.",removed from list per Commission Regulation (EU) No 380/2012 of 3 May 2012
E560,Potassium silicate,anti-caking agent,"Potassium silicate is the name for a family of inorganic compounds.  The most common potassium silicate has the formula K2SiO3, samples of which contain varying amounts of water.  These are white solids or colorless solutions.",No Status Available
E561,Vermiculite,Not Available,"Vermiculite is a hydrous phyllosilicate mineral which undergoes significant expansion when heated. Exfoliation occurs when the mineral is heated sufficiently; commercial furnaces can routinely produce this effect. Vermiculite forms by the weathering or hydrothermal alteration of biotite or phlogopite.
Large commercial vermiculite mines exist in the United States, Russia, South Africa, China, and Brazil.",No Status Available
E562,Sepiolite,Not Available,"Sepiolite, also known in English by the German name meerschaum ( MEER-shawm,  -⁠shəm; German: [ˈmeːɐ̯ʃaʊm] ; meaning ""sea foam""), is a soft white clay mineral, often used to make tobacco pipes (known as meerschaum pipes). A complex magnesium silicate, a typical chemical formula for which is Mg4Si6O15(OH)2·6H2O, it can be present in fibrous, fine-particulate, and solid forms. 
The fibrous clay minerals have recently been shown to exist as a continuous polysomatic series where the endmembers are sepiolite and palygorskite. There is a continuous variation in chemical composition from sepiolite, the most magnesic and trioctahedral endmember, to palygorskite, the least magnesic, most Al- Fe- bearing, dioctahedral endmember.Originally named meerschaum by Abraham Gottlob Werner in 1788, it was named sepiolite by Ernst Friedrich Glocker in 1847 for an occurrence in Bettolino, Baldissero Canavese, Torino Province, Piedmont, Italy. The name comes from Greek sepion (σήπιον), meaning ""cuttlebone"" (the porous internal shell of the cuttlefish), + lithos (λίθος), meaning stone, after a perceived resemblance of this mineral to cuttlebone. Because of its low relative density and its high porosity, it may float upon water, hence its German name. It is sometimes found floating on the Black Sea and rather suggestive of sea-foam, hence the German origin of the name as well as the French name for the same substance, écume de mer.",No Status Available
E563,Sepiolitic clay,Not Available,No Information Available,No Status Available
E565,Lignosulfonates,Not Available,"Lignosulfonates (LS) are water-soluble anionic polyelectrolyte polymers: they are byproducts from the production of wood pulp using sulfite pulping. Most delignification in sulfite pulping involves acidic cleavage of ether bonds, which connect many of the constituents of lignin. Sulfonated lignin (SL) refers to other forms of lignin by-product, such as those derived from the much more popular Kraft process, that have been processed to add sulfonic acid groups. The two have similar uses and are commonly confused with each other, with SL being much cheaper. LS and SL both appear as free-flowing powders; the former is light brown while the latter is dark brown.Lignosulfonates have very broad ranges of molecular mass (they are very polydisperse). A range of from 1,000 to 140,000 Da has been reported for softwood lignosulfonates with lower values reported for hardwoods. Sulfonated Kraft lignin tends to have smaller molecules at 2,000–3,000 Da. SL and LS are non-toxic, non-corrosive, and biodegradable. A range of further modifications may be applied to LS and SL, including oxidation, hydroxymethylation, sulfomethylation, and a combination thereof.",No Status Available
E566,Natrolite-phonolite,Not Available,No Information Available,No Status Available
E570,Fatty acids,anti-caking agent,"In chemistry, particularly in biochemistry, a fatty acid is a carboxylic acid with an aliphatic chain, which is either saturated or unsaturated. Most naturally occurring fatty acids have an unbranched chain of an even number of carbon atoms, from 4 to 28. Fatty acids are a major component of the lipids (up to 70% by weight) in some species such as microalgae but in some other organisms are not found in their standalone form, but instead exist as three main classes of esters: triglycerides, phospholipids, and cholesteryl esters. In any of these forms, fatty acids are both important dietary sources of fuel for animals and important structural components for cells.",Approved in the EU
E572,Magnesium stearate,anti-caking agent,"Magnesium stearate is the chemical compound with the formula Mg(C18H35O2)2. It is a soap, consisting of salt containing two equivalents of stearate (the anion of stearic acid) and one magnesium cation (Mg2+).  Magnesium stearate is a white, water-insoluble powder. Its applications exploit its softness, insolubility in many solvents, and low toxicity. It is used as a release agent and as a component or lubricant in the production of pharmaceuticals and cosmetics.",No Status Available
E574,Gluconic acid,acidity regulator,"Gluconic acid is an organic compound with molecular formula C6H12O7 and condensed structural formula HOCH2(CHOH)4COOH.  It is one of the 16 stereoisomers of 2,3,4,5,6-pentahydroxyhexanoic acid.
In aqueous solution at neutral pH, gluconic acid forms the gluconate ion. The salts of gluconic acid are known as ""gluconates"".  Gluconic acid, gluconate salts, and gluconate esters occur widely in nature because such species arise from the oxidation of glucose.  Some drugs are injected in the form of gluconates.

",Approved in the EU
E575,Glucono delta-lactone,sequestrant,"Glucono-delta-lactone (GDL), also known as gluconolactone, is a food additive with the E-number E575 used as a sequestrant, an acidifier, or a curing, pickling, or leavening agent. It is a lactone of D-gluconic acid. Pure GDL is a white odorless crystalline powder.
GDL has been marketed for use in feta cheese. GDL is pH-neutral, but hydrolyses in water to gluconic acid which is acidic, adding a tangy taste to foods, though it has roughly a third of the sourness of citric acid. It is metabolized to 6-phospho-D-gluconate; one gram of GDL yields roughly the same amount of metabolic energy as one gram of sugar.
Upon addition to water, GDL is partially hydrolysed to gluconic acid, with the balance between the lactone form and the acid form established as a chemical equilibrium. The rate of hydrolysis of GDL is increased by heat and high pH.The yeast Saccharomyces bulderi can be used to ferment gluconolactone to ethanol and carbon dioxide. The pH value greatly affects culture growth. Gluconolactone at 1 or 2% in a mineral media solution causes the pH to drop below 3.It is also a complete inhibitor of the enzyme amygdalin beta-glucosidase at concentrations of 1 mM.

",Approved in the EU
E576,Sodium gluconate,sequestrant,"Sodium gluconate is a compound with formula NaC6H11O7. It is the sodium salt of gluconic acid.  Its E number is E576. This white, water-soluble powder has a wide range of applications across industries. Originally derived from gluconic acid in the 19th century, Sodium Gluconate is known for its chelating properties and is utilized as a chelating agent in various processes. It finds applications in textile, metal surface treatment, cement, and more. Moreover, its non-toxic nature and biodegradability contribute to its use in environmentally conscious practices.
This versatile compound plays a vital role in multiple sectors, from manufacturing to environmental management, making it an essential component in various industrial processes.",Approved in the EU
E577,Potassium gluconate,sequestrant,"Potassium gluconate is the potassium salt of the conjugate base of gluconic acid. It is also referred to as 2,3,4,5,6-pentahydroxycaproic acid potassium salt, D-gluconic acid potassium salt, or potassium D-gluconate.It contains 16.69%  potassium by mass. Thus 5.99 g  of potassium gluconate contains 1 g of potassium.
It has a density of 1.73 g/cm3.",Approved in the EU
E578,Calcium gluconate,firming agent,"Calcium gluconate is the calcium salt of gluconic acid and is used as a mineral supplement and medication. As a medication it is used by injection into a vein to treat low blood calcium, high blood potassium, and magnesium toxicity. Supplementation is generally only required when there is not enough calcium in the diet. Supplementation may be done to treat or prevent osteoporosis or rickets. It can also be taken by mouth but is not recommended for injection into a muscle.Side effects when injected include slow heart rate, pain at the site of injection, and low blood pressure. When taken by mouth side effects may include constipation and nausea. Blood calcium levels should be measured when used and extra care should be taken in those with a history of kidney stones. At normal doses, use is regarded as safe in pregnancy and breastfeeding. Calcium gluconate is made by mixing gluconic acid with calcium carbonate or calcium hydroxide.Calcium gluconate came into medical use in the 1920s. It is on the World Health Organization's List of Essential Medicines. Calcium gluconate is available as a generic medication.",Approved in the EU
E579,Ferrous gluconate,food colouring,"Iron(II) gluconate, or ferrous gluconate, is a black compound often used as an iron supplement. It is the iron(II) salt of gluconic acid. It is marketed under brand names such as Fergon, Ferralet and Simron.",Approved in the EU
E580,Magnesium gluconate,Not Available,"Magnesium gluconate is a compound with formula MgC12H22O14. It is the magnesium salt of gluconic acid.
According to one study, magnesium gluconate showed the highest level of bioavailability of any magnesium salt which implies its viability as a supplement, although of the 10 salts studied, all increased magnesium levels significantly. This study did not include magnesium glycinate, which is one of the most bioavailable forms of magnesium.It has E number ""E580"".",No Status Available
E585,Ferrous lactate,food colouring,"Ferrous lactate, or iron(II) lactate, are coordination complexes of iron(II) with one or more lactate ligands. One example is Fe(lactate)2(H2O)2(H2O) where lactate is CH3CH(OH)CO−2.  It is a colorless solid.",Approved in the EU
E586,4-Hexylresorcinol,antioxidant,"4-Hexylresorcinol is an organic compound with local anaesthetic, antiseptic, and anthelmintic properties.It is available for use topically on small skin infections, or as an ingredient in throat lozenges. It is marketed as S.T.37 by Numark Laboratories, Inc. (in a 0.1% solution) for oral pain relief and as an antiseptic. Sytheon Ltd., USA markets 4-hexylresorcinol (trade named Synovea HR). Johnson & Johnson uses 4-hexylresorcinol in its Neutrogena, Aveno, and RoC skincare products as an anti-aging cream. 4-Hexylresorcinol has been used commercially by many cosmetic and personal care companies, such as Mary Kay, Clarins, Unilever, Murad, Facetheory, Arbonne, and many small and large companies. As an anthelmintic, 4-hexylresorcinol was sold under the brand Crystoids.A study published in Chemical Research in Toxicology  shows that 4-hexylresorcinol used as a food additive (E-586) exhibits some estrogenic activity, i.e. resembles action of the female sex hormone estrogen. However, recent study published in Applied Sciences  shows that 4-hexylresorcinol did not change the expression of estrogen receptor-α, -β, or p-ERK1/2 in MCF-7 cells. In an ovariectomized animal model, the 4HR group showed similar levels of ERα, ERβ, and prolactin expression in the pituitary gland compared to the solvent only group, while the estradiol group showed higher levels. Serum prolactin levels were similar between the 4HR and solvent only groups.In one study, 4-hexylresorcinol increased the shelf life of shrimp by reducing melanosis (black spots).In mice with cancer, 4-hexylresorcinol inhibited NF-κB and extended their survival rate.",Approved in the EU
E598,calcium aluminates,Not Available,"Calcium aluminates are a range of materials obtained by heating calcium oxide and aluminium oxide together at high temperatures.  They are encountered in the manufacture of refractories and cements.
The stable phases shown in the phase diagram (formed at atmospheric pressure under an atmosphere of normal humidity) are:

Tricalcium aluminate, 3CaO·Al2O3 (C3A)
Dodecacalcium hepta-aluminate, 12CaO·7Al2O3 (C12A7) (once known as mayenite)
Monocalcium aluminate, CaO·Al2O3 (CA) (occurring in nature as krotite and dmitryivanovite - two polymorphs)
Monocalcium dialuminate, CaO·2Al2O3 (CA2) (occurring in nature as grossite )
Monocalcium hexa-aluminate, CaO·6Al2O3 (CA6) (occurring in nature as hibonite, a representative of magnetoplumbite group)In addition, other phases include:

Dicalcium aluminate, 2CaO·Al2O3 (C2A), which exists only at pressures above 2500 MPa.  The crystal is orthorhombic, with density 3480 kg·m−3. The natural dicalcium aluminate, brownmillerite, may form at normal pressure but elevated temperature in pyrometamorphic zones, e.g., in burning coal-mining heaps.
Pentacalcium trialuminate, 5CaO·3Al2O3 (C5A3), forms only under an anhydrous and oxygen free atmosphere.  The crystal is orthorhombic, with a density of 3067 kg·m−3. It reacts rapidly with water.
Tetracalcium trialuminate, 4CaO·3Al2O3 (C4A3), is a metastable phase formed by dehydrating 4CaO·3Al2O3·3H2O (C4A3H3).

",No Status Available
E599,Perlite,Not Available,"Perlis (Kedah Malay (Perlis dialect): Peghelih), also known by its honorific title Perlis Indera Kayangan, is a state of Malaysia in the northwestern coast of Peninsular Malaysia. It is the smallest state in Malaysia by means of area and population, as well as the northernmost in the country. The state borders the Thai provinces of Satun and Songkhla to the north and the Malaysian state of Kedah to the south. Perlis is the only Malaysian state that is not divided into any districts, due to its small size, but it is still divided into several communes. It was called Palit (Thai: ปะลิส) by the Siamese when it was under their influence. Perlis had a population of 227,025 as of the 2010 census.Perlis experiences a tropical monsoon climate. Much of the state's highlands are part of the Nakawan Range, a subrange of the Tenasserim Hills system that spans through southern Myanmar, Southern Thailand and Peninsular Malaysia, with Mount Perlis as the highest point at 733 m. The Nakawan also forms a natural frontier between the state and Thailand.
The capital of Perlis is Kangar, and the royal capital is Arau. Another important town is Padang Besar, at the Malaysia–Thailand border and Kuala Perlis, the ferry town to Langkawi. The main port and ferry terminal is at the small village of Kuala Perlis, linking mostly to Langkawi Island. Another important lately developed area is Pauh Putra within the subdistrict of Kurong Anai which houses the main campus of Malaysia University of Perlis and Politeknik Tuanku Syed Sirajuddin. Perlis has a famous snake sanctuary and research centre at Sungai Batu Pahat. Perlis State Park and Gua Kelam are among the popular tourist attractions.",No Status Available
