Code,Name,Purpose,content,status
E942,Nitrous oxide,propellant,"Nitrous oxide (dinitrogen oxide or dinitrogen monoxide), commonly known as laughing gas, nitrous, nitro, or nos, is a chemical compound, an oxide of nitrogen with the formula N2O. At room temperature, it is a colourless non-flammable gas, and has a slightly sweet scent and taste. At elevated temperatures, nitrous oxide is a powerful oxidiser similar to molecular oxygen.
Nitrous oxide has significant medical uses, especially in surgery and dentistry, for its anaesthetic and pain-reducing effects. Its colloquial name, ""laughing gas"", coined by Humphry Davy, is due to the euphoric effects upon inhaling it, a property that has led to its recreational use as a dissociative anaesthetic. It is on the World Health Organization's List of Essential Medicines. It is also used as an oxidiser in rocket propellants, and in motor racing to increase the power output of engines.
Nitrous oxide's atmospheric concentration reached 333 parts per billion (ppb) in 2020, increasing at a rate of about 1 ppb annually.  It is a major scavenger of stratospheric ozone, with an impact comparable to that of CFCs.  Global accounting of N2O sources and sinks over the decade ending 2016 indicates that about 40% of the average 17 TgN/yr (teragrams, or million metric tons, of nitrogen per year) of emissions originated from human activity, and shows that emissions growth chiefly came from expanding agriculture.  Being the third most important greenhouse gas, nitrous oxide also substantially contributes to global warming.Nitrous oxide is used as a propellant, and has a variety of applications from rocketry to making whipped cream. It is used as a recreational drug for its potential to induce a brief ""high""; most recreational users are unaware of its neurotoxicity and potential to cause neurological damage.",Approved in the EU
E943a,Butane,propellant,"Octane is a hydrocarbon and an alkane with the chemical formula C8H18, and the condensed structural formula CH3(CH2)6CH3. Octane has many structural isomers that differ by the amount and location of branching in the carbon chain. One of these isomers, 2,2,4-trimethylpentane (commonly called iso-octane) is used as one of the standard values in the octane rating scale.
Octane is a component of gasoline (petrol). As with all low-molecular-weight hydrocarbons, octane is volatile and very flammable.

",Approved in the EU
E943b,Isobutane,propellant,"Isobutanol (IUPAC nomenclature: 2-methylpropan-1-ol) is an organic compound with the formula (CH3)2CHCH2OH (sometimes represented as i-BuOH). This colorless, flammable liquid with a characteristic smell is mainly used as a solvent either directly or as its esters. Its isomers are 1-butanol, 2-butanol, and tert-butanol, all of which are important industrially.",Approved in the EU
E944,Propane,propellant,"Propane () is a three-carbon alkane with the molecular formula C3H8. It is a gas at standard temperature and pressure, but compressible to a transportable liquid. A by-product of natural gas processing and petroleum refining, it is commonly used as a fuel in domestic and industrial applications and in low-emissions public transportation. Discovered in 1857 by the French chemist Marcellin Berthelot, it became commercially available in the US by 1911. Propane is one of a group of liquefied petroleum gases (LP gases). The others include butane, propylene, butadiene, butylene, isobutylene, and mixtures thereof. Propane has lower volumetric energy density, but higher gravimetric energy density and burns more cleanly than gasoline and coal.Propane gas has become a popular choice for barbecues and portable stoves because its low −42 °C boiling point makes it vaporise inside pressurised liquid containers (two phases). Propane powers buses, forklifts, automobiles, outboard boat motors, and ice resurfacing machines and is used for heat and cooking in recreational vehicles and campers.",Approved in the EU
E945,Chloropentafluoroethane,propellant,"Chloropentafluoroethane is a chlorofluorocarbon (CFC) once used as a refrigerant and also known as R-115 and CFC-115.  Its production and consumption has been banned since 1 January 1996 under the Montreal Protocol because of its high ozone depletion potential and very long lifetime when released into the environment. CFC-115 is also a potent greenhouse gas.

",No Status Available
E946,Octafluorocyclobutane,propellant,"Octafluorocyclobutane, or perfluorocyclobutane, C4F8, is an organofluorine compound which enjoys several niche applications. Octafluorocyclobutane is a colourless gas and shipped as a liquefied gas. It is the perfluorinated analogue of cyclobutane whereby all C–H bonds are replaced with C–F bonds.",No Status Available
E948,Oxygen,packaging gas,"Oxygen is the chemical element with the symbol O and atomic number 8. It is a member of the chalcogen group in the periodic table, a highly reactive nonmetal, and an oxidizing agent that readily forms oxides with most elements as well as with other compounds. Oxygen is Earth's most abundant element, and after hydrogen and helium, it is the third-most abundant element in the universe. At standard temperature and pressure, two atoms of the element bind to form dioxygen, a colorless and odorless diatomic gas with the formula O2. Diatomic oxygen gas currently constitutes 20.95% of the Earth's atmosphere, though this has changed considerably over long periods of time. Oxygen makes up almost half of the Earth's crust in the form of oxides.All plants, animals, and fungi need oxygen for cellular respiration, which extracts energy by the reaction of oxygen with molecules derived from food and produces carbon dioxide as a waste product. In tetrapods breathing brings oxygen into the lungs where gas exchange takes place, carbon dioxide diffuses out of the blood, and oxygen diffuses into the blood. The body's circulatory system transports the oxygen to the cells, where cellular respiration takes place.Many major classes of organic molecules in living organisms contain oxygen atoms, such as proteins, nucleic acids, carbohydrates, and fats, as do the major constituent inorganic compounds of animal shells, teeth, and bone. Most of the mass of living organisms is oxygen as a component of water, the major constituent of lifeforms. Oxygen is continuously replenished in Earth's atmosphere by photosynthesis, which uses the energy of sunlight to produce oxygen from water and carbon dioxide. Oxygen is too chemically reactive to remain a free element in air without being continuously replenished by the photosynthetic action of living organisms. Another form (allotrope) of oxygen, ozone (O3), strongly absorbs ultraviolet UVB radiation and the high-altitude ozone layer helps protect the biosphere from ultraviolet radiation. However, ozone present at the surface is a byproduct of smog and thus a pollutant.
Oxygen was isolated by Michael Sendivogius before 1604, but it is commonly believed that the element was discovered independently by Carl Wilhelm Scheele, in Uppsala, in 1773 or earlier, and Joseph Priestley in Wiltshire, in 1774. Priority is often given for Priestley because his work was published first. Priestley, however, called oxygen ""dephlogisticated air"", and did not recognize it as a chemical element. The name oxygen was coined in 1777 by Antoine Lavoisier, who first recognized oxygen as a chemical element and correctly characterized the role it plays in combustion.
Common uses of oxygen include production of steel, plastics and textiles, brazing, welding and cutting of steels and other metals, rocket propellant, oxygen therapy, and life support systems in aircraft, submarines, spaceflight and diving.

",Approved in the EU
E949,Hydrogen,packaging gas,"Hydrogen is the chemical element with the symbol H and atomic number 1. Hydrogen is the lightest element. At standard conditions hydrogen is a gas of diatomic molecules having the formula H2. It is colorless, odorless, tasteless, non-toxic, and highly combustible. Hydrogen is the most abundant chemical substance in the universe, constituting roughly 75% of all normal matter. Stars such as the Sun are mainly composed of hydrogen in the plasma state. Most of the hydrogen on Earth exists in molecular forms such as water and organic compounds. For the most common isotope of hydrogen (symbol 1H) each atom has one proton, one electron, and no neutrons.
In the early universe, the formation of protons, the nuclei of hydrogen, occurred during the first second after the Big Bang. The emergence of neutral hydrogen atoms throughout the universe occurred about 370,000 years later during the recombination epoch, when the plasma had cooled enough for electrons to remain bound to protons.Hydrogen is nonmetallic (except when it becomes metallic at extremely high pressures) and readily forms a single covalent bond with most nonmetallic elements, forming compounds such as water and nearly all organic compounds. Hydrogen plays a particularly important role in acid–base reactions because these reactions usually involve the exchange of protons between soluble molecules. In ionic compounds, hydrogen can take the form of a negative charge (i.e., anion) where it is known as a hydride, or as a positively charged (i.e., cation) species denoted by the symbol H+. The H+ cation is simply a proton (symbol p) but its behavior in aqueous solutions and in ionic compounds involves screening of its electric charge by nearby polar molecules or anions. Because hydrogen is the only neutral atom for which the Schrödinger equation can be solved analytically, the study of its energetics and chemical bonding has played a key role in the development of quantum mechanics.
Hydrogen gas was first artificially produced in the early 16th century by the reaction of acids on metals. In 1766–1781, Henry Cavendish was the first to recognize that hydrogen gas was a discrete substance and that it produces water when burned, the property for which it was later named: in Greek, hydrogen means ""water-former"".
Industrial production is mainly from steam reforming of natural gas, oil reforming, or coal gasification.  A small percentage is also produced using more energy-intensive methods such as the electrolysis of water.  Most hydrogen is used near the site of its production, the two largest uses being fossil fuel processing (e.g., hydrocracking) and ammonia production. It can be burned to produce heat or combined with oxygen in fuel cells to generate electricity directly, with water being the only emissions at the point of usage. Hydrogen atoms may embrittle metals.",Approved in the EU
E950,Acesulfame potassium,sweetener,"Acesulfame potassium (UK: , US:  AY-see-SUL-faym or ), also known as acesulfame K  (K is the symbol for potassium) or Ace K, is a synthetic calorie-free sugar substitute (artificial sweetener) often marketed under the trade names Sunett and Sweet One. In the European Union, it is known under the E number (additive code) E950. It was discovered accidentally in 1967 by German chemist Karl Clauss at Hoechst AG (now Nutrinova). In chemical structure, acesulfame potassium is the potassium salt of 6-methyl-1,2,3-oxathiazine-4(3H)-one 2,2-dioxide. It is a white crystalline powder with molecular formula C4H4KNO4S and a molecular weight of 201.24 g/mol.

",Approved in the EU
E951,Aspartame,sweetener,"Aspartic acid (symbol Asp or D; the ionic form is known as aspartate), is an α-amino acid that is used in the biosynthesis of proteins. Like all other amino acids, it contains an amino group and a carboxylic acid. Its α-amino group is in the protonated –NH+3 form under physiological conditions, while its α-carboxylic acid group is deprotonated −COO− under physiological conditions. Aspartic acid has an acidic side chain (CH2COOH) which reacts with other amino acids, enzymes and proteins in the body. Under physiological conditions (pH 7.4) in proteins the side chain usually occurs as the negatively charged aspartate form, −COO−. It is a non-essential amino acid in humans, meaning the body can synthesize it as needed. It is encoded by the codons GAU and GAC.
D-Aspartate is one of two D-amino acids commonly found in mammals.[3]
In proteins aspartate sidechains are often hydrogen bonded to form asx turns or asx motifs, which frequently occur at the N-termini of alpha helices.
The L-isomer of Asp is one of the 22 proteinogenic amino acids, i.e., the building blocks of proteins. Aspartic acid, like glutamic acid, is classified as an acidic amino acid, with a pKa of 3.9; however, in a peptide this is highly dependent on the local environment, and could be as high as 14. Asp is pervasive in biosynthesis.

",Approved in the EU
E952,Cyclamate,sweetener,"Cyclamate is an artificial sweetener. It is 30–50 times sweeter than sucrose (table sugar), making it the least potent of the commercially used artificial sweeteners. It is often used with other artificial sweeteners, especially saccharin; the mixture of 10 parts cyclamate to 1 part saccharin is common and masks the off-tastes of both sweeteners. It is less expensive than most sweeteners, including sucralose, and is stable under heating. Safety concerns led to it being banned in a few countries, though the European Union considers it safe.",Approved in the EU
E953,Isomalt,sweetener,"Isomalt is a sugar substitute, a mixture of the two disaccharide alcohols 1,6-GPS and 1,1-GPM. It is used primarily for its sugar-like physical properties. It has little to no impact on blood sugar levels, and does not stimulate the release of insulin. It also does not promote tooth decay and is considered to be tooth-friendly.  Its energy value is 2 kcal per gram, half that of sugars. It is less sweet than sugar, but can be blended with high-intensity sweeteners such as sucralose to create a mixture with the same sweetness as sucrose (‘sugar’).
Like most sugar alcohols (including the chemically similar maltitol), isomalt carries a risk of intestinal distress when consumed in large quantities (above about 20–30 g (1 oz) per day). Isomalt may prove upsetting to the intestinal tract because it is incompletely absorbed in the small intestine, and when polyols pass into the large intestine, they can cause osmotically-induced diarrhea and stimulate the gut flora, causing flatulence. As with dietary fibers, regular consumption of isomalt can lead to desensitization, decreasing the risk of intestinal upset.Isomalt has been approved for use in the United States since 1990. It is also permitted for use in Australia, New Zealand, Canada, Mexico, Iran, the European Union, and other countries.",Approved in the EU
E954,Saccharin,sweetener,"Saccharin, also called saccharine or benzosulfimide, or used in saccharin sodium or saccharin calcium forms, is a non-nutritive artificial sweetener. Saccharin is a benzoic sulfimide that is about 500 times sweeter than sucrose, but has a bitter or metallic aftertaste, especially at high concentrations. It is used to sweeten products, such as drinks, candies, baked goods, tobacco products, excipients, and for masking the bitter taste of some medicines. It appears as white crystals and is odorless.",Approved in the EU
E955,Sucralose,sweetener,"Sucrose, a disaccharide, is a sugar composed of glucose and fructose subunits. It is produced naturally in plants and is the main constituent of white sugar. It has the molecular formula C12H22O11.
For human consumption, sucrose is extracted and refined from either sugarcane or sugar beet. Sugar mills – typically located in tropical regions near where sugarcane is grown – crush the cane and produce raw sugar which is shipped to other factories for refining into pure sucrose. Sugar beet factories are located in temperate climates where the beet is grown, and process the beets directly into refined sugar. The sugar-refining process involves washing the raw sugar crystals before dissolving them into a sugar syrup which is filtered and then passed over carbon to remove any residual colour. The sugar syrup is then concentrated by boiling under a vacuum and crystallized as the final purification process to produce crystals of pure sucrose that are clear, odorless, and sweet.
Sugar is often an added ingredient in food production and recipes. About 185 million tonnes of sugar were produced worldwide in 2017.Sucrose is particularly dangerous as a risk factor for tooth decay because Streptococcus mutans bacteria convert it into a sticky, extracellular, dextran-based polysaccharide that allows them to cohere, forming plaque. Sucrose is the only sugar that bacteria can use to form this sticky polysaccharide.

",Approved in the EU
E956,Alitame,sweetener,"Alitame is an aspartic acid-containing dipeptide sweetener. It was developed by Pfizer in the early 1980s and currently marketed in some countries under the brand name Aclame. Most dipeptides are not sweet, but the unexpected discovery of aspartame in 1965 led to a search for similar compounds that shared its sweetness.  Alitame is one such second-generation dipeptide sweetener.  Neotame, developed by the owners of the NutraSweet brand, is another.
Alitame is about 2000 times sweeter than sucrose (table sugar), about 10 times sweeter than aspartame, and has no aftertaste.  Its half-life under hot or acidic conditions is about twice as long as aspartame's, although some other artificial sweeteners, including saccharin and acesulfame potassium, are more stable yet.  Unlike aspartame, alitame does not contain phenylalanine, and can therefore be used by people with phenylketonuria.
Alitame has approved for use in Mexico, Australia, New Zealand and China.  
Danisco has withdrawn its petition for using alitame as a sweetening agent or flavoring in food in USA.Sweeny also addresses a compound with a sweetness of 1200 x sucrose in his review, in U.S. Patent 4,411,925 based on an NH-CH(cyclopropyl)tert-butyl (Ex 6). Ex 5, with NH-CH(cyclopropyl)2 is also 1200 x sucrose. These are good basis for 2nd class picks. Ex 16 is for Alitame proper. Although, in Ex 17, oxidation to the sulfonyl can reduce activity to 1000.",No Status Available
E957,Thaumatin,flavour enhancer,"Thaumatin (also known as talin) is a low-calorie sweetener and flavor modifier. The protein is often used primarily for its flavor-modifying properties and not exclusively as a sweetener.The thaumatins were first found as a mixture of proteins isolated from the katemfe fruit (Thaumatococcus daniellii) (Marantaceae) of West Africa.  Although very sweet, thaumatin's taste is markedly different from sugar's.  The sweetness of thaumatin builds very slowly. Perception lasts a long time, leaving a liquorice-like aftertaste at high concentrations. Thaumatin is highly water soluble, stable to heating, and stable under acidic conditions.

",Approved in the EU
E958,Glycyrrhizin,flavour enhancer,"Glycyrrhizin (glycyrrhizic acid  or glycyrrhizinic acid) is the chief sweet-tasting constituent of Glycyrrhiza glabra (liquorice) root. Structurally, it is a saponin used as an emulsifier and gel-forming agent in foodstuffs and cosmetics. Its aglycone is enoxolone.",No Status Available
E959,Neohesperidine dihydrochalcone,flavour enhancer,"Neohesperidin dihydrochalcone, sometimes abbreviated to neohesperidin DC or simply NHDC, is an artificial sweetener derived from citrus.
It is particularly effective in masking the bitter tastes of other compounds found in citrus, including limonin and naringin. Industrially, it is produced by extracting neohesperidin from the bitter orange, and then hydrogenating this to make NHDC.

",Approved in the EU
E960,Steviol glycosides,sweetener,"Steviol glycosides are the chemical compounds responsible for the sweet taste of the leaves of the South American plant Stevia rebaudiana (Asteraceae) and the main ingredients (or precursors) of many sweeteners marketed under the generic name stevia and several trade names.  They also occur in the related species S. phlebophylla (but in no other species of Stevia) and in the plant Rubus chingii (Rosaceae).Steviol glycosides from Stevia rebaudiana have been reported to be between 30 and 320 times sweeter than sucrose, although there is some disagreement in the technical literature about these numbers. They are heat-stable, pH-stable, and do not ferment.Steviol glycosides do not induce a glycemic response when ingested, because humans cannot metabolize stevia. The acceptable daily intake (ADI) for steviol glycosides, expressed as steviol equivalents, has been established to be 4 mg/kg body weight/day, and is based on no observed effects of a 100 fold higher dose in a rat study.",Approved in the EU
E961,Neotame,sweetener,"Neotame, also known by the trade name Newtame, is a non-caloric artificial sweetener and aspartame analog by NutraSweet. By mass, it is 8000 times sweeter than sucrose. It has no notable off-flavors when compared to sucrose. It enhances original food flavors. It can be used alone, but is often mixed with other sweeteners to increase their individual sweetness (i.e. synergistic effect) and decrease their off-flavors (e.g. saccharin). It is chemically somewhat more stable than aspartame. Its use can be cost effective in comparison to other sweeteners as smaller amounts of neotame are needed.It is suitable for use in carbonated soft drinks, yogurts, cakes, drink powders, and bubble gums among other foods. It can be used as a table top sweetener for hot drinks like coffee. It covers bitter tastes (e.g. caffeine).In 2002, FDA approved it as a non-nutritive sweetener and flavor enhancer within United States in foods generally, except meat and poultry. In 2010, it was approved for use in foods within EU with the E number E961. It has also been approved as an additive in many other countries outside US and EU.Its metabolism is fast and is not retained in the body. Methanol forms in its metabolism. Only trace amounts of neotame are added to foods, so the amount of methanol is insignificant for health. It is safe for type 2 diabetics and those with phenylketonuria.French scientists Claude Nofre and Jean-Marie Tinti invented neotame. In 1992 they filed a patent for neotame within US, which was granted in 1996.",Approved in 2010[27]
E962,Aspartame-acesulfame salt,stabiliser,"Aspartame-acesulfame salt is an artificial sweetener marketed under the name Twinsweet. It is produced by soaking a 2-1 mixture of aspartame and acesulfame potassium in an acidic solution and allowing it to crystallize; moisture and potassium are removed during this process. It is approximately 350 times as sweet as sucrose. It has been given the E number E962.

",Approved in the EU
E965,Maltitol,humectant,"Mannitol is a type of sugar alcohol used as a sweetener and medication. It is used as a low calorie sweetener as it is poorly absorbed by the intestines. As a medication, it is used to decrease pressure in the eyes, as in glaucoma, and to lower increased intracranial pressure. Medically, it is given by injection or inhalation. Effects typically begin within 15 minutes and last up to 8 hours.Common side effects from medical use include electrolyte problems and dehydration. Other serious side effects may include worsening heart failure and kidney problems. It is unclear if use is safe in pregnancy. Mannitol is in the osmotic diuretic family of medications and works by pulling fluid from the brain and eyes.The discovery of mannitol is attributed to Joseph Louis Proust in 1806. It is on the World Health Organization's List of Essential Medicines. It was originally made from the flowering ash and called manna due to its supposed resemblance to the Biblical food. Mannitol is on the World Anti-Doping Agency's banned drug list due to concerns that it may mask other drugs.",Approved in the EU
E966,Lactitol,sweetener,Lactitol is a disaccharide sugar alcohol produced from lactose. It is used as a replacement bulk sweetener for low calorie foods with 30–40% of the sweetness of sucrose. It is also used medically as a laxative.,Approved in the EU
E967,Xylitol,sweetener,"Xylitol is a chemical compound with the formula C5H12O5, or HO(CH2)(CHOH)3(CH2)OH; specifically, one particular stereoisomer with that structural formula. It is a colorless or white crystalline solid that is freely soluble in water. It can be classified as a polyalcohol  and a sugar alcohol, specifically an alditol. The name derives from Ancient Greek: ξύλον, xyl[on] 'wood', with the suffix -itol used to denote sugar alcohols.
Xylitol is used as a food additive and sugar substitute.  Its European Union code number is E967. Replacing sugar with xylitol in food products may promote better dental health, but evidence is lacking on whether xylitol itself prevents dental cavities.",Approved in the EU
E968,Erythritol,sweetener,"Erythritol (, US: ) is an organic compound, the naturally occurring achiral meso four-carbon sugar alcohol (or polyol). It is the reduced form of either D- or L-erythrose and one of the two reduced forms of erythrulose. It is used as a food additive and sugar substitute. It is synthesized from corn using enzymes and fermentation. Its formula is C4H10O4, or HO(CH2)(CHOH)2(CH2)OH.
Erythritol is 60–70% as sweet as sucrose (table sugar). However, erythritol is almost completely noncaloric, and does not affect blood sugar or cause tooth decay. Japanese companies pioneered the commercial development of erythritol as a sweetener in the 1990s.

",Approved in the EU
E969,Advantame,sweetener,"Advantame is a non-caloric artificial sweetener and aspartame analog by Ajinomoto. By mass, it is about 20,000 times sweeter than sucrose and about 110 times sweeter than aspartame. It has no notable off-flavors when compared to sucrose and tastes sweet a bit longer than aspartame and is chemically more stable. It can be blended with many other natural and artificial sweeteners.Advantame can be used as a table top sweetener and in certain bubblegums, flavored drinks, milk products, jams and confectionery among other things.In 2013, it was approved for use in foods within EU with the E number E969. In 2014, FDA approved advantame as a non-nutritive sweetener and flavor enhancer within United States in foods generally, except meat and poultry.",Approved in the EU
E999,Quillaia,foaming agent,"Quillaia is the milled inner bark or small stems and branches of the soapbark (Quillaja saponaria, Molina). Other names include Murillo bark extract, Panama bark extract, Quillaia extract, Quillay bark extract, and Soapbark extract. Quillaia contains high concentrations of saponins that can be increased further by processing.  Highly purified saponins from quillaia are used as adjuvants to enhance the effectiveness of vaccines. Other compounds in the crude extract include tannins and other polyphenols, and calcium oxalate.Quillaia is used in the manufacture of food additives, and it is listed as an ingredient in root beer and cream soda. The extract also is used as a humectant in baked goods, frozen dairy products, and puddings and as a foaming agent in soft drinks. It is used in agriculture for some ""natural"" spray adjuvant formulations.

",Approved in the EU
